country_code,short_name,table_name,long_name,two_alpha_code,special_notes,wb_two_code,currency_unit,system_of_national_accounts,latest_population_census,region,income_group,national_accounts_base_year,sna_price_valuation,system_of_trade,vital_registration_complete,lending_category,balance_of_payments_manual_in_use,government_accounting_concept,imf_data_dissemination_standard,latest_trade_data,latest_household_survey,latest_agricultural_census,latest_industrial_data,latest_water_withdrawal_data,source_of_most_recent_income_and_expenditure_data,national_accounts_reference_year,other_groups,external_debt_reporting_status,alternative_conversion_factor,ppp_survey_year
AUT,Austria,Austria,Republic of Austria,AT,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 13.7603 Austrian schilling. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",AT,Euro,Country uses the 1993 System of National Accounts methodology.,2011. Population figures compiled from administrative registers.,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2002,"Income survey (IS), 2000",<NULL>,Euro area,<NULL>,<NULL>,Rolling
ESP,Spain,Spain,Kingdom of Spain,ES,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",ES,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2008,"Integrated household survey (IHS), 2000",<NULL>,Euro area,<NULL>,<NULL>,Rolling
LUX,Luxembourg,Luxembourg,Grand Duchy of Luxembourg,LU,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",LU,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,1999,<NULL>,2005.0,Euro area,<NULL>,<NULL>,Rolling
SVK,Slovak Republic,Slovak Republic,Slovak Republic,SK,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",SK,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2010,2009,2007,"Income survey (IS), 2009",<NULL>,Euro area,<NULL>,<NULL>,Rolling
FIN,Finland,Finland,Republic of Finland,FI,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",FI,Euro,Country uses the 1993 System of National Accounts methodology.,2010,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2005,"Income survey (IS), 2000",<NULL>,Euro area,<NULL>,<NULL>,Rolling
IRL,Ireland,Ireland,Ireland,IE,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",IE,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,1979,"Integrated household survey (IHS), 2000",<NULL>,Euro area,<NULL>,<NULL>,Rolling
FRA,France,France,French Republic,FR,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",FR,Euro,Country uses the 1993 System of National Accounts methodology.,2006. Rolling census based on continuous sample survey.,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2007,"Expenditure survey/budget survey (ES/BS), 1994/95",2005.0,Euro area,<NULL>,<NULL>,Rolling
DEU,Germany,Germany,Federal Republic of Germany,DE,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 German mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",DE,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2007,"Integrated household survey (IHS), 2000",<NULL>,Euro area,<NULL>,<NULL>,Rolling
ITA,Italy,Italy,Italian Republic,IT,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",IT,Euro,Country uses the 1993 System of National Accounts methodology.,2012,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2000,"Expenditure survey/budget survey (ES/BS), 2000",<NULL>,Euro area,<NULL>,<NULL>,Rolling
POL,Poland,Poland,Republic of Poland,PL,<NULL>,PL,Polish zloty,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2009,"Expenditure survey/budget survey (ES/BS), 2010",2005.0,<NULL>,<NULL>,<NULL>,Rolling
SWE,Sweden,Sweden,Kingdom of Sweden,SE,Fiscal year end: June 30; reporting period for national accounts data: CY.,SE,Swedish krona,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2007,"Income survey (IS), 2000",2005.0,<NULL>,<NULL>,<NULL>,Rolling
EST,Estonia,Estonia,Republic of Estonia,EE,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",EE,Euro,Country uses the 1993 System of National Accounts methodology.,2012,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2010,2010,2007,"Expenditure survey/budget survey (ES/BS), 2004",<NULL>,Euro area,<NULL>,1987–95,Rolling
GBR,United Kingdom,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,<NULL>,GB,Pound sterling,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2007,"Income survey (IS), 1999",<NULL>,<NULL>,<NULL>,<NULL>,Rolling
GRC,Greece,Greece,Hellenic Republic,GR,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",GR,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2009,2007,2007,"Integrated household survey (IHS), 2000",2005.0,Euro area,<NULL>,<NULL>,Rolling
SVN,Slovenia,Slovenia,Republic of Slovenia,SI,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",SI,Euro,Country uses the 1993 System of National Accounts methodology.,2011. Population figures compiled from administrative registers.,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2010,2010,2009,"Expenditure survey/budget survey (ES/BS), 2004",2005.0,Euro area,<NULL>,<NULL>,Rolling
CHE,Switzerland,Switzerland,Switzerland,CH,<NULL>,CH,Swiss franc,Country uses the 1993 System of National Accounts methodology.,2010,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2008,2007,2000,"Expenditure survey/budget survey (ES/BS), 2000",<NULL>,<NULL>,<NULL>,<NULL>,Rolling
NOR,Norway,Norway,Kingdom of Norway,NO,<NULL>,NO,Norwegian krone,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2008,2006,"Income survey (IS), 2000",2005.0,<NULL>,<NULL>,<NULL>,Rolling
ISL,Iceland,Iceland,Republic of Iceland,IS,<NULL>,IS,Iceland krona,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2005,2005,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,Rolling
PRT,Portugal,Portugal,Portuguese Republic,PT,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",PT,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2009,2009,2002,"Income survey (IS), 1997",<NULL>,Euro area,<NULL>,<NULL>,Rolling
LTU,Lithuania,Lithuania,Republic of Lithuania,LT,<NULL>,LT,Lithuanian litas,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: nonOECD,2000,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2010,2007,"Expenditure survey/budget survey (ES/BS), 2008",<NULL>,<NULL>,<NULL>,1990–95,Rolling
LVA,Latvia,Latvia,Republic of Latvia,LV,Country joined euro area on 1 January 2014; data in the WDI database are reported in lats.,LV,Latvian lats,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: nonOECD,2000,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2010,2010,2002,"Integrated household survey (IHS), 2008",<NULL>,Euro area,<NULL>,1987–95,Rolling
MLT,Malta,Malta,Republic of Malta,MT,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",MT,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Middle East & North Africa,High income: nonOECD,2005,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2008,2002,<NULL>,<NULL>,Euro area,<NULL>,<NULL>,Rolling
CYP,Cyprus,Cyprus,Republic of Cyprus,CY,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",CY,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: nonOECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2010,2009,<NULL>,2000.0,Euro area,<NULL>,<NULL>,Rolling
HRV,Croatia,Croatia,Republic of Croatia,HR,"April 2013 database update: Based on official government statistics, the base year for constant price series changed to 2005.",HR,Croatian kuna,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: nonOECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2010,<NULL>,2010,"Expenditure survey/budget survey (ES/BS), 2008",2005.0,<NULL>,<NULL>,<NULL>,Rolling
MNE,Montenegro,Montenegro,Montenegro,ME,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",ME,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Upper middle income,2000,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2005/06",2010,<NULL>,2010,"Expenditure survey/budget survey (ES/BS), 2011",<NULL>,<NULL>,Actual,<NULL>,Rolling
ALB,Albania,Albania,Republic of Albania,AL,<NULL>,AL,Albanian lek,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Upper middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2008/09",2012,2010,2006,"Living Standards Measurement Study Survey (LSMS), 2012",1996.0,<NULL>,Actual,<NULL>,Rolling
TUR,Turkey,Turkey,Republic of Turkey,TR,<NULL>,TR,New Turkish lira,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Upper middle income,1998,Value added at basic prices (VAB),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2003; World Health Survey (WHS), 2003",<NULL>,2009,2003,"Labor force survey (LFS), 2009",<NULL>,<NULL>,Actual,<NULL>,Rolling
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BA,<NULL>,BA,Bosnia and Herzegovina convertible mark,Country uses the 1993 System of National Accounts methodology.,2013,Europe & Central Asia,Upper middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2011/12",<NULL>,<NULL>,2009,"Living Standards Measurement Study Survey (LSMS), 2007",1996.0,<NULL>,Actual,<NULL>,Rolling
ROU,Romania,Romania,Romania,RO,National accounts have been revised based on data from the National Statistical Institute; the new base year is 2000.,RO,New Romanian leu,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Upper middle income,2000,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Reproductive Health Survey (RHS), 1999",2010,2010,2009,"Labor force survey (LFS), 2010",<NULL>,<NULL>,Actual,"1987–89, 1992",Rolling
BGR,Bulgaria,Bulgaria,Republic of Bulgaria,BG,April 2011 database update: The National Statistical Office revised national accounts data from 1995 onward. GDP in current prices were about 4 percent higher than previous estimates.,BG,Bulgarian lev,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Upper middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Living Standards Measurement Study Survey (LSMS), 2007",2010,2010,2009,"Expenditure survey/budget survey (ES/BS), 2007",2002.0,<NULL>,Actual,"1978–89, 1991–92",Rolling
MKD,Macedonia,"Macedonia, FYR",Former Yugoslav Republic of Macedonia,MK,"April 2012 database update: Based on official statistics, national accounts data were revised for 2003 onward.",MK,Macedonian denar,Country uses the 1993 System of National Accounts methodology.,2002,Europe & Central Asia,Upper middle income,1995,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2011",2007,2010,2007,"Expenditure survey/budget survey (ES/BS), 2009",<NULL>,<NULL>,Actual,<NULL>,Rolling
HUN,Hungary,Hungary,Hungary,HU,"April 2012 database update: Based on data from the Organisation for Economic Co-operation and Development, national accounts data were revised for 1991 onward.",HU,Hungarian forint,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Upper middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2010,2009,2007,"Expenditure survey/budget survey (ES/BS), 2007",2005.0,<NULL>,Actual,<NULL>,Rolling
SRB,Serbia,Serbia,Republic of Serbia,RS,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised, and GDP is now calculated using chain linked volumes in 2005 prices.",YF,New Serbian dinar,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Upper middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),<NULL>,"Multiple Indicator Cluster Survey (MICS), 2010",2012,2010,2009,"Integrated household survey (IHS), 2010",2002.0,<NULL>,Actual,<NULL>,Rolling
